product_id,product_name,brand,category,pack_size_ml,base_price,sugar_content_gm,caffeine_content_mg,flavor,is_seasonal
P065,Product_65,MinuteMaid,Energy Drink,500,372.0923501578518,88.437420395161,11.509008963100348,Grape,False
P066,Product_66,ThumbsUp,Water,200,439.08599762783854,95.0078895432378,43.66382961646366,Mixed,False
P067,Product_67,Coke,Water,1000,456.07860005372885,13.5665843392486,6.2893000779389086,Mixed,False
P068,Product_68,ThumbsUp,Juice,200,379.69416869861305,69.02614179458006,21.287160370200038,Mixed,True
P069,Product_69,ThumbsUp,Juice,500,411.39862385761916,44.0155861133216,49.31944663496249,Grape,False
P070,Product_70,Coke,Juice,1000,423.2446636820194,38.45963937028626,38.77358972889445,Grape,False
P071,Product_71,Coke,Water,1000,56.19197910090518,24.495630934101143,46.54717508606434,Lime,True
P072,Product_72,Sprite,Carbonated,200,210.06930077968428,45.36666649800093,8.068770015408683,Mixed,True
P073,Product_73,Coke,Juice,2000,14.456785918902003,14.558488766655241,46.63194853284328,Grape,True
P074,Product_74,ThumbsUp,Energy Drink,300,330.090384225048,13.096549112239298,8.886277784357489,Orange,True
P075,Product_75,Coke,Water,300,253.13128216040417,48.621266029499566,32.96279405098143,Orange,False
P076,Product_76,Sprite,Water,2000,384.93742037522935,31.436807274797907,23.057205235951773,Cola,False
P077,Product_77,Coke,Juice,2000,253.89393852612002,97.12287011394054,31.428845666755677,Cola,True
P078,Product_78,Coke,Juice,500,374.70383219174863,96.1269964702244,41.12280302128958,Grape,False
P079,Product_79,ThumbsUp,Water,1000,96.17490696850308,95.15357033209197,41.3863704372958,Lime,False
P080,Product_80,ThumbsUp,Energy Drink,300,339.13956997216826,20.491215677294395,16.7411326870347,Cola,True
P081,Product_81,ThumbsUp,Water,300,22.78168228161468,13.440300726331955,17.278384597740498,Mixed,False
P082,Product_82,Sprite,Carbonated,1000,461.2525739308433,43.36897446725497,12.696352379677778,Cola,False
P083,Product_83,Fanta,Juice,300,190.96971151330618,95.39025454564612,5.777122879741048,Mixed,True
P084,Product_84,Fanta,Juice,1000,99.29519468027787,8.071161293216111,16.81104555381181,Grape,False
P085,Product_85,ThumbsUp,Juice,500,266.97645400558383,21.792580758036053,41.49602629254082,Grape,False
P086,Product_86,MinuteMaid,Carbonated,1500,405.88131722660347,92.3706460353625,36.20645171333744,Lime,True
P087,Product_87,Fanta,Energy Drink,1000,424.77785416070157,60.35645770762624,36.2220613272386,Cola,False
P088,Product_88,MinuteMaid,Juice,500,410.6974132405293,51.536973836551894,42.92759578767768,Orange,True
P089,Product_89,ThumbsUp,Juice,2000,476.9259347504494,63.03507045239682,4.169676314401233,Mixed,False
P090,Product_90,MinuteMaid,Juice,2000,479.50705473679585,40.15204302957457,28.54503039916743,Mixed,True
P091,Product_91,Fanta,Carbonated,300,452.678797422924,78.05000169927467,48.228242458509726,Lime,False
P092,Product_92,MinuteMaid,Water,200,414.27169076886884,35.0050847932265,23.490148533001754,Lime,True
P093,Product_93,Fanta,Water,200,331.13895081243766,3.670595253471476,44.01572214491345,Cola,True
P094,Product_94,Sprite,Energy Drink,1500,388.0220204962282,82.3745667773244,8.904708236417319,Mixed,True
P095,Product_95,MinuteMaid,Energy Drink,300,147.61578991386077,2.1427236907355707,47.06969048536438,Cola,False
P096,Product_96,Fanta,Carbonated,2000,406.31210811162913,79.04096239153432,16.46332667702722,Mixed,True
P097,Product_97,Sprite,Juice,200,453.8727454304365,82.43133179481279,20.925776325660937,Grape,False
P098,Product_98,Sprite,Carbonated,500,231.96846580730607,15.85404525588755,3.643295624157888,Mixed,False
P099,Product_99,Coke,Water,200,259.9559680586128,44.15917565976635,7.204942056944702,Cola,True
P100,Product_100,Sprite,Carbonated,1000,308.51050352373767,1.930575991088923,10.7539555539364,Cola,False
P101,Product_101,Sprite,Juice,2000,295.4319274427808,59.49838549465919,32.15667348133638,Lime,False
P102,Product_102,ThumbsUp,Water,300,337.8008969291916,59.623778200547484,10.74358931531525,Grape,False
P103,Product_103,Sprite,Water,300,173.05157362513816,29.373169936357645,4.016966208899214,Orange,True
P104,Product_104,ThumbsUp,Carbonated,200,351.1224131252585,68.5087512225516,8.317735180564528,Orange,False
P105,Product_105,MinuteMaid,Carbonated,1000,307.1771522773126,5.11521977535021,28.519548854291955,Lime,True
P106,Product_106,Coke,Energy Drink,200,245.71618549137878,18.42766623934623,48.87489487173238,Grape,True
P107,Product_107,Sprite,Water,300,13.312355539597593,32.93535291040888,16.10382523064395,Lime,False
P108,Product_108,ThumbsUp,Juice,1000,377.9239039800794,37.88971639783208,45.706121268499714,Cola,False
P109,Product_109,Coke,Energy Drink,500,454.6345986122564,93.55375139969924,33.88192167196763,Cola,False
P110,Product_110,Coke,Carbonated,300,275.79670523999874,15.086235166088525,15.542131962630668,Mixed,True
P111,Product_111,Coke,Water,1500,337.16122684959606,99.20157645036315,30.136860179748194,Grape,True
P112,Product_112,ThumbsUp,Juice,200,433.201702086643,45.604218871664614,11.144260310248793,Grape,True
P113,Product_113,MinuteMaid,Water,2000,69.62288969504974,10.060706070983372,13.758848937784135,Lime,True
P114,Product_114,ThumbsUp,Water,300,426.4055302232974,46.54139285778934,22.93489653085532,Cola,False
P115,Product_115,Coke,Energy Drink,500,378.52519963146966,11.594923785450273,2.8571372133741058,Lime,False
P116,Product_116,ThumbsUp,Carbonated,500,173.08221787380253,71.8270744842733,36.06692077670168,Grape,False
P117,Product_117,Sprite,Carbonated,2000,299.13936719766383,40.792937317759126,14.297782385862156,Mixed,True
P118,Product_118,ThumbsUp,Water,200,340.7076087472595,19.374042607313903,24.83305084357313,Grape,False
P119,Product_119,Sprite,Juice,200,381.6363954501648,99.73215974967628,36.37743672999596,Mixed,False
P120,Product_120,ThumbsUp,Juice,1000,343.7638609223871,3.556997760654612,8.70080839553104,Orange,False
P121,Product_121,Coke,Energy Drink,2000,129.72901247071724,84.69648093219317,46.450010758766275,Grape,True
P122,Product_122,Fanta,Juice,1000,216.70268617116,97.90317611688631,41.66905508900345,Orange,False
P123,Product_123,ThumbsUp,Water,500,86.08492724372528,71.89332364516156,27.34070405221748,Lime,True
P124,Product_124,Coke,Water,300,10.695459487081429,38.50717587328574,10.825849561726331,Orange,False
P125,Product_125,Fanta,Energy Drink,500,139.02615567004597,62.80209560583422,6.322953636951767,Orange,False
P126,Product_126,Sprite,Water,1500,347.84243853756124,96.52255109303938,31.904113122605025,Orange,True
P127,Product_127,ThumbsUp,Carbonated,200,458.522126076276,93.89769038985027,49.94826060693125,Grape,True
P128,Product_128,ThumbsUp,Juice,200,244.82856782485686,93.04327691441607,20.596790925310966,Cola,True
P129,Product_129,MinuteMaid,Juice,1500,78.26770555763554,76.9828679375267,9.809555896821864,Orange,False
P130,Product_130,Coke,Energy Drink,1500,392.09360675372034,36.72249602787196,12.21286942038487,Lime,True
P131,Product_131,MinuteMaid,Energy Drink,500,109.02845864123637,77.44043535120426,39.19795457276591,Mixed,False
P132,Product_132,Sprite,Water,200,45.82808970343436,0.14840835351351833,16.684500302821526,Lime,False
P133,Product_133,Sprite,Juice,200,297.17223430385775,83.7225966200565,2.675889854483443,Cola,True
P134,Product_134,Fanta,Water,1500,131.02473721345314,45.52465998972931,42.50402033901902,Mixed,True
P135,Product_135,Coke,Juice,500,367.64197287769275,24.299482163455366,13.281873364709934,Orange,True
P136,Product_136,Fanta,Carbonated,1500,29.84002296824804,78.64754408835196,1.713060138653455,Cola,False
P137,Product_137,Fanta,Juice,500,160.56040290711093,38.24936094874306,0.32637280707951133,Grape,False
P138,Product_138,MinuteMaid,Juice,200,275.040548769511,77.56743582051637,34.79617988783416,Orange,False
P139,Product_139,Sprite,Juice,300,407.4873126889209,55.05503205440465,2.472267341313794,Grape,True
P140,Product_140,Fanta,Water,500,335.0180085660403,53.42686884725314,32.70241394053123,Orange,True
P141,Product_141,Coke,Energy Drink,1000,143.07446043354324,46.237722333348444,22.39495898327215,Mixed,True
P142,Product_142,Sprite,Carbonated,200,71.95480605410425,51.576401672310354,10.565355468883364,Grape,False
P143,Product_143,ThumbsUp,Juice,500,451.7065005407146,20.323717585636413,7.100186662705932,Lime,False
P144,Product_144,Coke,Carbonated,200,331.8532608251095,96.19557147726391,35.27148325786833,Lime,False
P145,Product_145,Coke,Water,500,35.75417088801252,34.07018000048113,40.691682465783614,Cola,False
P146,Product_146,Coke,Juice,1000,16.52593287339065,29.309908701294376,18.90033254933176,Orange,False
P147,Product_147,Fanta,Energy Drink,1000,402.33866538364333,21.701648717358644,4.9755907420679035,Cola,True
P148,Product_148,MinuteMaid,Water,1000,265.177671959172,79.6953526628215,37.28739143567756,Orange,False
P149,Product_149,ThumbsUp,Juice,2000,166.72287893405175,18.476636493571696,7.341707809243742,Mixed,True
P150,Product_150,Sprite,Carbonated,300,149.8656511778276,58.787492154461894,35.55653669393814,Grape,True
P151,Product_151,MinuteMaid,Water,1500,288.46868047988767,0.8320902664674446,35.537639882766484,Cola,False
P152,Product_152,ThumbsUp,Energy Drink,1000,456.5588089231006,10.548561216625242,44.948041070748864,Grape,True
P153,Product_153,Sprite,Juice,300,203.9698304166871,1.5029696656060243,13.891690230451825,Grape,False
P154,Product_154,Fanta,Juice,2000,432.5872824958377,14.51288206087865,31.120058580491822,Mixed,False
P155,Product_155,Fanta,Energy Drink,1000,248.50050207967053,55.08461316106556,29.789259373361894,Cola,False
P156,Product_156,Fanta,Energy Drink,500,128.0555955734664,31.983484497124902,3.647752024095513,Lime,True
P157,Product_157,Fanta,Energy Drink,1500,257.56322233217253,90.40490203387375,32.2925313501489,Grape,False
P158,Product_158,Fanta,Juice,1000,241.15375820164797,57.480235689490655,25.97871333091537,Grape,True
P159,Product_159,Sprite,Juice,1000,139.7154412987067,0.732891829339799,17.47454568249569,Orange,True
P160,Product_160,Sprite,Carbonated,2000,169.20531360062793,31.9887760082366,29.809687618206777,Lime,False
P161,Product_161,Fanta,Juice,300,121.20703447181688,83.97820701162897,4.672864930178299,Cola,False
P162,Product_162,Coke,Energy Drink,300,184.3492621705969,43.48361683887134,35.76397298139254,Mixed,True
P163,Product_163,ThumbsUp,Carbonated,200,444.39684529786274,36.525340089130175,44.44444803978594,Lime,False
P164,Product_164,ThumbsUp,Water,1500,407.88195226745364,51.03612438001473,43.94100389399344,Lime,False
P165,Product_165,ThumbsUp,Carbonated,1500,208.57464936092234,79.45491515754553,12.405388987394389,Mixed,True
P166,Product_166,Sprite,Carbonated,2000,441.3646740880043,62.12241933458561,9.886048963187022,Orange,False
P167,Product_167,Sprite,Carbonated,200,396.29184643722556,49.72351809563769,31.633041106100645,Orange,True
P168,Product_168,Fanta,Energy Drink,500,18.947721502334467,39.35821427705751,7.111371979073428,Orange,False
P169,Product_169,ThumbsUp,Water,200,32.187004171058966,33.776280990424944,0.41577188373549956,Grape,True
P170,Product_170,MinuteMaid,Juice,1000,463.48877148890443,33.836747861652874,13.863301475442075,Grape,False
P171,Product_171,Sprite,Juice,2000,230.5333208046822,60.736402767300454,22.835220587498327,Lime,True
P172,Product_172,MinuteMaid,Energy Drink,2000,163.45662348423798,46.85125227054474,48.547372724573066,Grape,False
P173,Product_173,Coke,Juice,1500,193.03428667246197,2.8427434968466003,15.322705706738121,Grape,True
P174,Product_174,Coke,Juice,500,364.96194302805753,92.94063378897172,41.625201251845276,Grape,True
P175,Product_175,Sprite,Juice,500,456.5170117368456,37.40741328657891,19.973549141854196,Lime,True
P176,Product_176,MinuteMaid,Juice,2000,231.58756710741747,84.53324459841981,16.05787242344231,Grape,False
P177,Product_177,ThumbsUp,Juice,200,451.29650562671236,17.66275468077797,26.91831121417243,Grape,False
P178,Product_178,MinuteMaid,Juice,300,64.17441662723269,1.9293270864413126,25.841453699910126,Grape,True
P179,Product_179,Sprite,Water,500,404.64894808660137,52.57189321292698,31.018742292306584,Grape,True
P180,Product_180,MinuteMaid,Water,1500,300.84877843003807,30.404557999559845,14.758551903091021,Cola,True
P181,Product_181,Sprite,Juice,1000,107.11224162817571,61.71150590714781,4.889991306848329,Lime,True
P182,Product_182,Fanta,Juice,1500,144.9052479415111,33.70192270326823,9.617902633213893,Orange,True
P183,Product_183,Sprite,Carbonated,1000,299.9338486409944,36.99128746208301,1.7144620785781883,Lime,False
P184,Product_184,MinuteMaid,Water,2000,194.1323877722651,33.29897015665958,34.6361669123145,Mixed,False
P185,Product_185,Coke,Juice,1000,253.80684528037102,74.62017490890523,31.29341459181377,Orange,True
P186,Product_186,MinuteMaid,Energy Drink,200,175.4226779949667,71.17689783892278,15.943223495056197,Orange,True
P187,Product_187,ThumbsUp,Carbonated,200,43.528095278945074,81.15930566340076,44.021607234934976,Orange,False
P188,Product_188,Sprite,Juice,200,235.54698117522312,51.13908480869546,34.92768149430054,Lime,False
P189,Product_189,Coke,Carbonated,500,458.71991849946687,31.18702859082605,1.984397181802111,Cola,True
P190,Product_190,Sprite,Energy Drink,500,385.4117724900771,33.771852703570374,10.333999877645095,Grape,False
P191,Product_191,Fanta,Juice,500,403.18364082526364,22.347389265376282,11.365779249455061,Orange,True
P192,Product_192,MinuteMaid,Carbonated,2000,423.2619302006268,53.27854411199831,44.66349706970278,Mixed,False
P193,Product_193,Fanta,Juice,500,120.61944244902114,18.80863554738742,6.870617495344184,Mixed,True
P194,Product_194,Fanta,Carbonated,200,83.11490197197548,75.5784132280885,29.758330781552438,Lime,True
P195,Product_195,ThumbsUp,Carbonated,1000,45.35707858800005,87.84329407655595,40.16240806823297,Orange,True
P196,Product_196,Coke,Carbonated,1500,376.02751545319086,35.40477180639273,45.56249843640137,Grape,False
P197,Product_197,ThumbsUp,Carbonated,1000,299.5043644017971,55.49964984283995,9.081073243963134,Mixed,False
P198,Product_198,Fanta,Water,200,438.48675514017225,67.93757989368181,38.4880660496094,Cola,False
P199,Product_199,MinuteMaid,Carbonated,2000,373.5828471409818,53.819628217372106,21.76959210756022,Orange,False
P200,Product_200,Coke,Energy Drink,1000,198.91828841036897,90.44052656388884,41.3969858696324,Cola,False
P201,Product_201,Sprite,Water,1500,72.4743232837132,63.91630267041175,44.448985186845505,Mixed,True
P202,Product_202,Fanta,Water,500,339.47282140705124,60.31935376386791,30.973407867409826,Mixed,False
P203,Product_203,ThumbsUp,Juice,500,142.71760349506042,11.654472357104485,26.655976188856723,Cola,True
P204,Product_204,MinuteMaid,Energy Drink,500,246.6213177239956,30.281999423540682,40.15561943441609,Orange,True
P205,Product_205,Sprite,Juice,1000,396.0839100217687,27.494935781513707,17.165853090105305,Lime,True
P206,Product_206,MinuteMaid,Carbonated,300,86.15178513435283,41.94812776651822,26.35729295199529,Mixed,True
P207,Product_207,ThumbsUp,Energy Drink,1500,457.4638466664806,80.19832922255341,34.76489124588234,Mixed,False
P208,Product_208,MinuteMaid,Carbonated,200,173.5674447512201,44.27137622518015,28.981723323741825,Grape,True
P209,Product_209,Fanta,Energy Drink,1000,112.21410973600508,67.18349452023347,37.694321249081185,Cola,True
P210,Product_210,ThumbsUp,Carbonated,500,352.582060829932,72.42425703062362,2.495862991815839,Grape,False
P211,Product_211,Coke,Juice,1000,281.2766401078422,93.66217914052696,47.66519906855162,Orange,False
P212,Product_212,Fanta,Energy Drink,300,106.6679754867981,41.843138408737936,7.784596097547869,Orange,True
P213,Product_213,Fanta,Water,1500,247.05323234935082,21.002929514384473,47.566387274795424,Cola,True
P214,Product_214,Coke,Energy Drink,500,159.86582868696024,16.262061817064975,45.51002767132517,Orange,True
P215,Product_215,ThumbsUp,Carbonated,200,11.341748545496156,73.25270631992595,15.305127185512617,Cola,True
P216,Product_216,Fanta,Juice,200,241.06436457386056,48.23366026730679,13.675073282567919,Orange,False
P217,Product_217,Coke,Water,300,291.2504820153617,67.00971624497608,21.83779756187354,Lime,True
P218,Product_218,Fanta,Energy Drink,1000,321.73157028587735,6.509477379265727,2.812708905673278,Mixed,False
P219,Product_219,MinuteMaid,Water,500,275.5337826457613,55.90818720495864,38.233200260257576,Lime,True
P220,Product_220,Fanta,Water,300,112.39037148518067,25.11711538486504,16.112718686746113,Grape,True
P221,Product_221,ThumbsUp,Juice,1500,454.4187120502329,98.02833573173967,24.02561746578667,Grape,True
P222,Product_222,ThumbsUp,Juice,2000,303.5860880766995,24.088248931508538,22.150485885067457,Cola,False
P223,Product_223,MinuteMaid,Energy Drink,2000,99.66012580201749,10.091755192555041,37.54357047926507,Lime,True
P224,Product_224,Sprite,Juice,500,473.4019363630675,66.33725463174028,6.519681080993001,Cola,False
P225,Product_225,ThumbsUp,Water,300,282.13719195949307,44.87300710552212,41.963635166762806,Cola,True
P226,Product_226,MinuteMaid,Water,2000,259.3417418450527,29.499321755501473,20.16064485431882,Cola,True
P227,Product_227,Sprite,Energy Drink,200,243.7085281660798,94.93548037963711,33.52304378375106,Mixed,False
P228,Product_228,Coke,Water,1000,435.29222647517935,50.23121212920094,29.201162578908836,Mixed,True
P229,Product_229,Fanta,Juice,500,421.09748806170165,20.21255969538751,15.816183447465908,Orange,True
P230,Product_230,MinuteMaid,Energy Drink,500,363.4736285478261,56.43591649263839,49.243148524160915,Cola,True
P231,Product_231,MinuteMaid,Water,1500,337.34869129007745,8.812219315437098,14.2469681473067,Orange,False
P232,Product_232,Fanta,Energy Drink,200,302.5393660441394,56.96358072807317,38.2810627129536,Lime,True
P233,Product_233,Fanta,Water,1000,330.8249346480803,57.23765667606294,5.093449166898539,Cola,True
P234,Product_234,Coke,Water,500,269.84092252841515,92.31719619608563,40.56464431934125,Lime,True
P235,Product_235,ThumbsUp,Energy Drink,200,245.97479895528676,71.34919364240014,34.53395663082722,Lime,True
P236,Product_236,MinuteMaid,Juice,1000,325.82648505343786,15.408719588102093,39.485211723032734,Cola,True
P237,Product_237,MinuteMaid,Energy Drink,1500,256.06061688933914,9.993509134691891,30.645150496914535,Orange,True
P238,Product_238,MinuteMaid,Carbonated,1500,401.76731186868903,18.684538125732676,30.542738024372323,Grape,False
P239,Product_239,ThumbsUp,Energy Drink,300,73.01355137247177,71.07863014220933,43.9260586673137,Grape,False
P240,Product_240,ThumbsUp,Carbonated,200,422.66637313569066,38.37735915175705,13.202719687318481,Grape,True
P241,Product_241,ThumbsUp,Water,500,32.075163837468054,28.853949485617314,7.278966881486626,Mixed,False
P242,Product_242,Sprite,Juice,2000,140.06860855915554,69.62214370374367,14.526502082618082,Grape,False
P243,Product_243,Fanta,Energy Drink,1500,220.63414320064086,49.646740926154834,2.732418559442651,Cola,True
P244,Product_244,MinuteMaid,Juice,2000,198.9000475908003,93.65531914788359,7.813290817433777,Lime,False
P245,Product_245,Coke,Juice,500,174.99711618234238,98.08763109004504,2.245947199887688,Grape,True
P246,Product_246,MinuteMaid,Water,500,418.37619497221124,95.87883560165787,37.34108464049161,Mixed,False
P247,Product_247,Sprite,Juice,500,379.889153978964,1.1009430724704727,44.012353704646706,Orange,False
P248,Product_248,Coke,Water,300,308.9358824098899,66.96528403835376,27.785670054962463,Lime,True
P249,Product_249,Sprite,Juice,500,145.29354395120077,17.569134283762345,25.55178702730638,Lime,False
P250,Product_250,ThumbsUp,Energy Drink,300,45.448125077190966,86.47647090415514,16.89998878002315,Orange,False
P251,Product_251,MinuteMaid,Juice,300,325.77827505245585,29.719771660343895,33.838857030211244,Lime,False
P252,Product_252,Fanta,Carbonated,2000,44.35175591617964,49.182469093776284,46.90722415388056,Mixed,True
P253,Product_253,ThumbsUp,Juice,500,138.28924821275703,61.757002003901974,47.307009271780096,Lime,False
P254,Product_254,Fanta,Juice,500,60.937397434471464,83.16840918868445,19.394548235345653,Lime,True
P255,Product_255,Coke,Carbonated,300,391.4768733692283,44.82796921924197,32.02782250614858,Orange,True
P256,Product_256,Fanta,Carbonated,300,283.4700778538765,82.01526902219263,49.88523098803955,Orange,False
P257,Product_257,Fanta,Water,2000,324.4449574413174,13.499550852290321,38.1956242570154,Grape,True
P258,Product_258,ThumbsUp,Carbonated,200,61.48383212031695,26.953930227818677,27.767393216428115,Grape,False
P259,Product_259,Sprite,Juice,2000,101.57438299485393,86.19635255632593,33.911314433817815,Mixed,True
P260,Product_260,Sprite,Water,200,249.10287072982692,45.530537407363234,13.57052438372952,Cola,True
P261,Product_261,ThumbsUp,Water,200,326.53434086174894,72.05766793303916,17.751888205123585,Mixed,False
P262,Product_262,Fanta,Carbonated,200,63.24707998843914,0.8650529294302323,32.43458026954545,Orange,True
P263,Product_263,MinuteMaid,Energy Drink,300,144.3096292287042,41.93493537126696,33.43972654588311,Mixed,False
P264,Product_264,ThumbsUp,Carbonated,300,37.563519068389326,59.26525321486312,35.98626036272757,Grape,False
P265,Product_265,ThumbsUp,Juice,300,95.78525212731972,88.61563620802032,29.63562411750781,Orange,False
P266,Product_266,Fanta,Energy Drink,1500,251.74732278850033,37.42502220119845,11.861772170450074,Orange,True
P267,Product_267,Sprite,Water,500,257.932033604715,34.51562382962139,13.214598227319701,Cola,False
P268,Product_268,Fanta,Juice,300,415.5395108696321,59.66575239324459,28.84326421388641,Mixed,False
