txn_id,customer_id,amount,payment_mode,status,txn_date,year,month
1070,290,814364,UPI,SUCCESS,2025-06-05,2025,6
1071,175,391703,IMPS,FAILED,2025-07-09,2025,7
1072,129,168025,IMPS,SUCCESS,2025-03-05,2025,3
1073,107,495230,IMPS,SUCCESS,2025-07-28,2025,7
1074,294,217541,IMPS,SUCCESS,2024-02-03,2024,2
1075,111,978103,NEFT,SUCCESS,2025-06-16,2025,6
1076,272,747047,UPI,FAILED,2024-09-30,2024,9
1077,176,709586,UPI,SUCCESS,2025-10-07,2025,10
1078,257,711938,CARD,SUCCESS,2024-03-13,2024,3
1079,207,318460,CARD,FAILED,2025-05-29,2025,5
1080,121,538951,UPI,FAILED,2024-04-13,2024,4
1081,267,729494,CARD,SUCCESS,2025-11-09,2025,11
1082,129,154866,UPI,FAILED,2025-02-25,2025,2
1083,298,264965,CARD,FAILED,2024-10-04,2024,10
1084,195,12893,IMPS,SUCCESS,2025-06-03,2025,6
1085,272,220334,IMPS,FAILED,2025-05-10,2025,5
1086,199,912474,CARD,SUCCESS,2025-07-12,2025,7
1087,255,47589,IMPS,SUCCESS,2025-03-22,2025,3
1088,179,936987,CARD,FAILED,2024-08-23,2024,8
1089,214,831941,NEFT,FAILED,2024-06-28,2024,6
1090,104,80569,UPI,FAILED,2024-06-29,2024,6
1091,246,641497,CARD,SUCCESS,2024-03-08,2024,3
1092,292,265312,CARD,SUCCESS,2025-01-04,2025,1
1093,104,990848,UPI,FAILED,2025-12-29,2025,12
1094,111,884361,IMPS,SUCCESS,2025-10-29,2025,10
1095,134,608777,CARD,SUCCESS,2024-12-09,2024,12
1096,293,689503,CARD,FAILED,2025-09-20,2025,9
1097,246,4549,CARD,SUCCESS,2025-06-06,2025,6
1098,264,639253,IMPS,FAILED,2024-05-29,2024,5
1099,269,685477,NEFT,FAILED,2026-02-07,2026,2
1100,210,975939,UPI,FAILED,2024-04-23,2024,4
1101,146,142027,NEFT,SUCCESS,2025-11-03,2025,11
1102,239,43726,CARD,FAILED,2024-05-20,2024,5
1103,111,732975,UPI,FAILED,2024-07-06,2024,7
1104,276,542445,NEFT,SUCCESS,2025-08-02,2025,8
1105,280,386057,NEFT,FAILED,2024-11-10,2024,11
1106,180,701226,IMPS,SUCCESS,2026-01-28,2026,1
1107,119,625564,UPI,FAILED,2025-03-03,2025,3
1108,287,434146,IMPS,SUCCESS,2024-06-01,2024,6
1109,297,747635,CARD,FAILED,2024-09-30,2024,9
1110,244,678302,UPI,FAILED,2025-08-25,2025,8
1111,298,371428,CARD,FAILED,2025-11-30,2025,11
1112,297,68985,CARD,SUCCESS,2024-11-14,2024,11
1113,183,488640,CARD,FAILED,2025-01-26,2025,1
1114,194,166861,CARD,FAILED,2025-08-16,2025,8
1115,203,964589,IMPS,FAILED,2025-01-21,2025,1
1116,175,282923,IMPS,FAILED,2024-10-14,2024,10
1117,237,953879,IMPS,SUCCESS,2025-11-15,2025,11
1118,241,36491,CARD,SUCCESS,2024-02-12,2024,2
1119,101,498413,CARD,SUCCESS,2024-11-24,2024,11
1120,278,948858,NEFT,SUCCESS,2025-10-20,2025,10
1121,139,977918,NEFT,FAILED,2024-07-30,2024,7
1122,259,374553,NEFT,SUCCESS,2024-02-16,2024,2
1123,258,216191,UPI,SUCCESS,2024-08-09,2024,8
1124,129,884826,IMPS,FAILED,2025-06-27,2025,6
1125,221,242263,IMPS,SUCCESS,2024-05-22,2024,5
1126,212,946804,NEFT,SUCCESS,2024-01-10,2024,1
1127,190,943869,UPI,FAILED,2025-08-30,2025,8
1128,126,194120,IMPS,SUCCESS,2024-03-27,2024,3
1129,182,461362,CARD,FAILED,2025-05-14,2025,5
1130,177,258746,CARD,SUCCESS,2025-02-27,2025,2
1131,110,310097,CARD,SUCCESS,2025-03-12,2025,3
1132,179,873920,NEFT,SUCCESS,2025-03-20,2025,3
1133,221,372991,CARD,FAILED,2025-03-16,2025,3
1134,185,968617,NEFT,FAILED,2024-02-20,2024,2
1135,207,469015,CARD,SUCCESS,2025-04-08,2025,4
1136,106,752300,IMPS,FAILED,2025-08-30,2025,8
1137,243,237876,NEFT,FAILED,2026-01-18,2026,1
1138,225,545084,IMPS,FAILED,2024-09-28,2024,9
1139,263,339699,NEFT,SUCCESS,2025-10-21,2025,10
1140,231,948039,UPI,FAILED,2024-08-12,2024,8
1141,260,888706,UPI,SUCCESS,2025-05-23,2025,5
1142,149,650125,IMPS,FAILED,2024-07-25,2024,7
1143,253,240925,UPI,FAILED,2026-01-11,2026,1
1144,272,517424,NEFT,FAILED,2024-12-10,2024,12
1145,106,80378,IMPS,SUCCESS,2024-05-25,2024,5
1146,250,605448,CARD,SUCCESS,2025-06-25,2025,6
1147,269,817740,NEFT,FAILED,2025-09-28,2025,9
1148,294,397275,NEFT,SUCCESS,2025-07-17,2025,7
1149,187,91297,NEFT,SUCCESS,2024-12-02,2024,12
1150,160,208200,NEFT,SUCCESS,2025-11-07,2025,11
1151,292,695118,IMPS,FAILED,2025-01-27,2025,1
1152,274,577303,IMPS,SUCCESS,2024-06-02,2024,6
1153,196,224134,CARD,SUCCESS,2024-01-03,2024,1
1154,245,131209,NEFT,FAILED,2024-01-28,2024,1
1155,205,631499,CARD,SUCCESS,2025-12-23,2025,12
1156,198,333080,IMPS,FAILED,2025-04-16,2025,4
1157,242,343346,NEFT,FAILED,2025-09-12,2025,9
1158,110,956141,NEFT,FAILED,2024-03-02,2024,3
1159,147,573159,NEFT,FAILED,2025-07-24,2025,7
1160,202,86552,NEFT,SUCCESS,2025-01-30,2025,1
1161,130,420941,IMPS,FAILED,2024-06-24,2024,6
1162,289,98684,UPI,SUCCESS,2024-03-26,2024,3
1163,163,545729,NEFT,FAILED,2024-07-01,2024,7
1164,249,294359,UPI,FAILED,2025-01-23,2025,1
1165,275,515996,CARD,FAILED,2024-08-20,2024,8
1166,150,501621,IMPS,FAILED,2024-09-08,2024,9
1167,230,618107,UPI,FAILED,2025-02-22,2025,2
1168,189,481356,UPI,SUCCESS,2025-04-12,2025,4
1169,292,963103,CARD,FAILED,2026-01-06,2026,1
1170,171,3079,IMPS,FAILED,2024-06-17,2024,6
1171,247,700071,UPI,SUCCESS,2026-01-22,2026,1
1172,144,782245,CARD,FAILED,2025-03-07,2025,3
1173,240,366222,NEFT,SUCCESS,2025-06-29,2025,6
1174,182,508755,UPI,SUCCESS,2024-01-31,2024,1
1175,271,543975,IMPS,FAILED,2024-04-12,2024,4
1176,237,152069,NEFT,SUCCESS,2024-12-18,2024,12
1177,150,111197,IMPS,FAILED,2025-06-23,2025,6
1178,272,205422,UPI,FAILED,2024-07-20,2024,7
1179,232,893643,IMPS,SUCCESS,2025-10-12,2025,10
1180,132,196079,NEFT,SUCCESS,2025-08-09,2025,8
1181,149,282548,NEFT,FAILED,2025-04-25,2025,4
1182,181,506759,CARD,SUCCESS,2024-08-02,2024,8
1183,196,954637,CARD,FAILED,2025-09-20,2025,9
1184,202,465491,IMPS,FAILED,2025-11-11,2025,11
1185,212,359153,IMPS,FAILED,2024-02-11,2024,2
1186,248,13900,NEFT,SUCCESS,2024-08-22,2024,8
1187,181,588237,CARD,SUCCESS,2025-12-27,2025,12
1188,274,680295,IMPS,SUCCESS,2025-06-14,2025,6
1189,227,421213,NEFT,SUCCESS,2026-03-01,2026,3
1190,128,765226,CARD,FAILED,2024-01-23,2024,1
1191,238,493979,NEFT,FAILED,2025-05-16,2025,5
1192,289,493663,IMPS,FAILED,2025-01-18,2025,1
1193,265,110824,NEFT,SUCCESS,2024-03-16,2024,3
1194,150,199905,UPI,FAILED,2025-06-21,2025,6
1195,120,152139,CARD,FAILED,2025-07-02,2025,7
1196,191,997826,NEFT,FAILED,2025-06-02,2025,6
1197,275,680496,NEFT,FAILED,2024-07-20,2024,7
1198,138,249495,IMPS,SUCCESS,2025-07-28,2025,7
1199,218,501138,NEFT,SUCCESS,2026-02-27,2026,2
1200,288,25929,IMPS,FAILED,2025-10-28,2025,10
1201,130,649960,UPI,SUCCESS,2024-05-04,2024,5
1202,234,454642,IMPS,FAILED,2024-05-20,2024,5
1203,277,280031,NEFT,SUCCESS,2024-06-05,2024,6
1204,192,480797,IMPS,FAILED,2024-12-02,2024,12
1205,266,522785,CARD,FAILED,2025-09-27,2025,9
1206,153,189265,IMPS,FAILED,2024-01-03,2024,1
1207,105,832778,CARD,FAILED,2024-01-15,2024,1
1208,284,599978,UPI,FAILED,2024-09-23,2024,9
1209,203,828188,CARD,SUCCESS,2026-02-11,2026,2
1210,289,258473,IMPS,SUCCESS,2024-10-07,2024,10
1211,157,206945,NEFT,SUCCESS,2025-04-12,2025,4
1212,226,484203,NEFT,SUCCESS,2025-10-16,2025,10
1213,208,173909,CARD,FAILED,2025-08-27,2025,8
1214,218,875581,UPI,SUCCESS,2026-02-18,2026,2
1215,128,525321,CARD,SUCCESS,2024-06-07,2024,6
1216,137,237710,CARD,FAILED,2025-08-31,2025,8
1217,142,542186,CARD,SUCCESS,2024-12-01,2024,12
1218,150,197637,UPI,SUCCESS,2025-10-01,2025,10
1219,225,696983,IMPS,FAILED,2025-05-22,2025,5
1220,141,885360,NEFT,FAILED,2025-04-23,2025,4
1221,110,36015,IMPS,FAILED,2024-12-19,2024,12
1222,205,778327,UPI,FAILED,2024-07-12,2024,7
1223,117,761791,CARD,SUCCESS,2025-10-27,2025,10
1224,204,845661,UPI,FAILED,2025-10-08,2025,10
1225,274,785440,IMPS,FAILED,2026-02-12,2026,2
1226,158,929317,IMPS,SUCCESS,2024-10-05,2024,10
1227,186,555783,CARD,FAILED,2025-01-23,2025,1
1228,237,311960,NEFT,FAILED,2024-05-07,2024,5
1229,142,915724,NEFT,FAILED,2024-08-03,2024,8
1230,228,777854,CARD,SUCCESS,2024-06-27,2024,6
1231,299,835687,IMPS,SUCCESS,2025-12-07,2025,12
1232,298,910302,IMPS,FAILED,2024-06-24,2024,6
1233,126,481169,UPI,FAILED,2024-10-06,2024,10
1234,211,186318,CARD,FAILED,2026-01-15,2026,1
1235,243,583489,CARD,SUCCESS,2024-01-28,2024,1
1236,150,822370,IMPS,SUCCESS,2024-01-13,2024,1
1237,161,54684,NEFT,SUCCESS,2024-01-09,2024,1
1238,177,981514,NEFT,SUCCESS,2025-12-16,2025,12
1239,104,515678,CARD,SUCCESS,2025-04-21,2025,4
1240,296,880342,IMPS,SUCCESS,2025-11-14,2025,11
1241,177,816103,UPI,FAILED,2024-08-22,2024,8
1242,121,484540,CARD,FAILED,2024-04-02,2024,4
1243,247,308982,IMPS,SUCCESS,2025-01-27,2025,1
1244,293,108889,UPI,SUCCESS,2024-03-10,2024,3
1245,286,682840,CARD,SUCCESS,2025-03-24,2025,3
1246,143,201519,NEFT,SUCCESS,2024-05-05,2024,5
1247,293,992366,IMPS,SUCCESS,2024-10-14,2024,10
1248,300,523959,CARD,FAILED,2025-03-04,2025,3
1249,131,120781,CARD,FAILED,2025-03-28,2025,3
1250,274,873616,UPI,FAILED,2025-01-22,2025,1
1251,183,64745,NEFT,SUCCESS,2024-11-07,2024,11
1252,102,87071,CARD,FAILED,2026-03-02,2026,3
1253,275,947951,CARD,SUCCESS,2024-04-24,2024,4
1254,160,877600,CARD,SUCCESS,2025-06-16,2025,6
1255,212,8095,CARD,FAILED,2024-11-06,2024,11
1256,153,451198,IMPS,SUCCESS,2026-02-18,2026,2
1257,143,734406,CARD,FAILED,2025-05-12,2025,5
1258,166,389199,CARD,SUCCESS,2026-01-20,2026,1
1259,257,148734,IMPS,FAILED,2025-01-10,2025,1
1260,160,935710,NEFT,SUCCESS,2024-02-14,2024,2
1261,293,10040,NEFT,FAILED,2025-08-04,2025,8
1262,268,748922,CARD,SUCCESS,2024-06-06,2024,6
1263,115,325399,IMPS,FAILED,2025-05-16,2025,5
1264,196,707934,NEFT,SUCCESS,2024-07-07,2024,7
1265,295,307812,UPI,SUCCESS,2024-10-11,2024,10
1266,246,724255,IMPS,FAILED,2026-01-19,2026,1
1267,234,724483,IMPS,FAILED,2025-12-26,2025,12
1268,155,416753,UPI,FAILED,2024-01-31,2024,1
1269,147,651014,CARD,SUCCESS,2024-10-22,2024,10
1270,154,447967,IMPS,SUCCESS,2024-02-06,2024,2
1271,221,762347,CARD,SUCCESS,2025-07-24,2025,7
1272,298,108780,CARD,SUCCESS,2025-01-07,2025,1
1273,119,201430,NEFT,SUCCESS,2025-05-23,2025,5
1274,220,922424,IMPS,FAILED,2024-11-20,2024,11
1275,246,269255,IMPS,FAILED,2025-07-10,2025,7
1276,121,129728,IMPS,FAILED,2024-02-20,2024,2
1277,140,365263,NEFT,FAILED,2024-06-07,2024,6
1278,221,248627,UPI,SUCCESS,2025-10-30,2025,10
1279,217,479355,IMPS,FAILED,2025-11-13,2025,11
1280,107,175165,NEFT,SUCCESS,2025-09-19,2025,9
1281,213,535626,IMPS,FAILED,2024-06-14,2024,6
1282,126,332246,UPI,SUCCESS,2025-09-13,2025,9
1283,103,812866,CARD,SUCCESS,2024-02-08,2024,2
1284,196,807364,UPI,SUCCESS,2026-02-12,2026,2
1285,214,461705,UPI,SUCCESS,2025-11-15,2025,11
1286,234,481329,IMPS,SUCCESS,2025-05-26,2025,5
1287,206,879047,CARD,FAILED,2025-09-18,2025,9
1288,151,115260,CARD,SUCCESS,2025-07-13,2025,7
1289,158,19958,IMPS,SUCCESS,2024-02-19,2024,2
1290,221,745030,CARD,FAILED,2024-04-17,2024,4
1291,300,581056,NEFT,SUCCESS,2025-07-21,2025,7
1292,277,401435,CARD,FAILED,2025-01-05,2025,1
1293,247,332181,CARD,FAILED,2025-10-12,2025,10
1294,259,214611,CARD,FAILED,2025-07-04,2025,7
1295,295,191197,UPI,SUCCESS,2025-11-17,2025,11
1296,125,357444,UPI,FAILED,2026-01-30,2026,1
1297,179,835732,IMPS,FAILED,2025-06-22,2025,6
1298,188,730239,NEFT,SUCCESS,2025-11-01,2025,11
1299,275,251406,CARD,FAILED,2024-06-16,2024,6
1300,249,909671,CARD,SUCCESS,2025-02-14,2025,2
1301,297,663680,UPI,FAILED,2024-08-12,2024,8
1302,107,374812,UPI,FAILED,2024-02-19,2024,2
1303,265,772388,UPI,FAILED,2024-04-17,2024,4
1304,274,58819,NEFT,SUCCESS,2024-09-25,2024,9
1305,129,911033,NEFT,SUCCESS,2024-04-09,2024,4
1306,183,62237,CARD,SUCCESS,2025-07-04,2025,7
1307,172,483094,CARD,SUCCESS,2024-11-24,2024,11
1308,159,516119,CARD,FAILED,2024-05-03,2024,5
1309,298,424572,IMPS,SUCCESS,2024-10-06,2024,10
1310,105,733391,CARD,FAILED,2025-11-07,2025,11
1311,168,170141,UPI,SUCCESS,2025-05-08,2025,5
1312,131,572441,IMPS,SUCCESS,2025-11-13,2025,11
1313,139,920141,CARD,FAILED,2025-11-17,2025,11
1314,291,940996,NEFT,FAILED,2024-04-26,2024,4
1315,265,373722,IMPS,SUCCESS,2024-06-13,2024,6
1316,282,402895,CARD,SUCCESS,2024-09-19,2024,9
1317,168,512147,IMPS,FAILED,2024-10-10,2024,10
1318,137,501703,IMPS,FAILED,2025-02-07,2025,2
1319,221,788189,NEFT,SUCCESS,2024-11-29,2024,11
1320,255,660784,NEFT,FAILED,2025-05-20,2025,5
1321,292,710725,UPI,FAILED,2025-11-24,2025,11
1322,200,672585,CARD,FAILED,2024-08-02,2024,8
1323,252,798437,IMPS,SUCCESS,2024-11-02,2024,11
1324,168,334594,UPI,SUCCESS,2025-07-19,2025,7
1325,289,755166,UPI,SUCCESS,2024-12-26,2024,12
1326,205,643879,UPI,SUCCESS,2024-11-29,2024,11
1327,130,993365,UPI,SUCCESS,2024-06-01,2024,6
1328,159,953112,CARD,FAILED,2024-12-31,2024,12
1329,268,905916,IMPS,FAILED,2025-12-11,2025,12
1330,171,465057,IMPS,SUCCESS,2025-04-01,2025,4
1331,103,266021,IMPS,FAILED,2024-06-22,2024,6
1332,137,873214,NEFT,FAILED,2025-08-01,2025,8
1333,181,162654,UPI,SUCCESS,2024-09-21,2024,9
1334,185,82410,UPI,SUCCESS,2025-03-23,2025,3
1335,264,225470,CARD,FAILED,2025-09-25,2025,9
1336,147,913137,CARD,SUCCESS,2024-05-02,2024,5
1337,153,333220,CARD,SUCCESS,2025-09-13,2025,9
1338,211,784986,NEFT,SUCCESS,2024-10-13,2024,10
1339,239,913684,CARD,FAILED,2025-09-08,2025,9
1340,240,962575,UPI,FAILED,2024-10-27,2024,10
1341,174,692703,NEFT,FAILED,2025-05-08,2025,5
1342,143,700903,UPI,FAILED,2024-05-23,2024,5
1343,194,612082,IMPS,FAILED,2025-02-11,2025,2
1344,201,692376,CARD,FAILED,2024-04-11,2024,4
1345,283,975649,IMPS,FAILED,2025-09-09,2025,9
1346,191,369600,NEFT,SUCCESS,2024-10-08,2024,10
1347,189,871168,CARD,FAILED,2025-04-15,2025,4
1348,242,962819,IMPS,FAILED,2024-08-04,2024,8
1349,150,133867,IMPS,FAILED,2024-10-19,2024,10
1350,193,794708,NEFT,SUCCESS,2026-02-10,2026,2
1351,114,215237,IMPS,SUCCESS,2024-11-04,2024,11
1352,122,896930,CARD,SUCCESS,2024-02-10,2024,2
1353,288,758032,UPI,FAILED,2025-12-01,2025,12
1354,113,61672,UPI,SUCCESS,2025-12-08,2025,12
1355,224,67755,NEFT,FAILED,2024-03-28,2024,3
1356,282,306870,CARD,FAILED,2024-11-20,2024,11
1357,129,500315,UPI,FAILED,2025-12-11,2025,12
1358,201,140665,CARD,SUCCESS,2024-10-13,2024,10
1359,275,443135,IMPS,FAILED,2025-05-01,2025,5
1360,121,605270,UPI,FAILED,2025-10-11,2025,10
1361,220,638174,UPI,SUCCESS,2025-02-13,2025,2
1362,153,579176,UPI,SUCCESS,2025-08-30,2025,8
1363,224,791108,CARD,SUCCESS,2026-01-24,2026,1
1364,199,966405,UPI,SUCCESS,2024-06-03,2024,6
1365,163,463085,IMPS,SUCCESS,2025-04-05,2025,4
1366,265,647708,UPI,SUCCESS,2025-09-16,2025,9
1367,233,983060,CARD,FAILED,2024-10-11,2024,10
1368,157,629022,IMPS,FAILED,2024-09-26,2024,9
1369,250,899143,NEFT,FAILED,2024-02-13,2024,2
1370,171,508874,CARD,SUCCESS,2024-02-05,2024,2
1371,243,892686,IMPS,FAILED,2024-09-10,2024,9
1372,254,639798,IMPS,FAILED,2024-01-23,2024,1
1373,108,422557,UPI,FAILED,2026-01-09,2026,1
1374,214,300767,UPI,SUCCESS,2025-07-15,2025,7
1375,117,494942,NEFT,FAILED,2024-04-01,2024,4
1376,290,381672,UPI,FAILED,2024-05-18,2024,5
1377,107,526262,CARD,SUCCESS,2026-01-05,2026,1
1378,108,926922,IMPS,SUCCESS,2025-03-11,2025,3
1379,133,401594,NEFT,FAILED,2025-08-05,2025,8
1380,125,35344,CARD,SUCCESS,2025-05-01,2025,5
1381,298,338020,UPI,FAILED,2024-11-12,2024,11
1382,142,829337,NEFT,SUCCESS,2026-02-21,2026,2
1383,253,743444,NEFT,FAILED,2025-11-01,2025,11
1384,127,457668,NEFT,FAILED,2024-06-28,2024,6
1385,123,669946,NEFT,FAILED,2024-06-11,2024,6
1386,201,145618,IMPS,SUCCESS,2025-04-11,2025,4
1387,216,853213,CARD,SUCCESS,2025-10-23,2025,10
1388,111,466112,IMPS,SUCCESS,2025-05-28,2025,5
1389,295,683480,UPI,FAILED,2024-12-03,2024,12
1390,262,742201,IMPS,FAILED,2024-02-08,2024,2
1391,196,815439,IMPS,FAILED,2024-05-04,2024,5
1392,168,293246,UPI,FAILED,2025-05-06,2025,5
1393,124,943141,CARD,SUCCESS,2024-11-10,2024,11
1394,270,824392,NEFT,FAILED,2024-10-30,2024,10
1395,173,712965,NEFT,SUCCESS,2025-05-02,2025,5
1396,165,252785,IMPS,FAILED,2024-11-17,2024,11
1397,166,613592,IMPS,SUCCESS,2024-03-17,2024,3
1398,290,65368,UPI,SUCCESS,2026-03-03,2026,3
1399,156,292441,CARD,FAILED,2025-02-10,2025,2
1400,233,313951,NEFT,SUCCESS,2024-04-27,2024,4
1401,181,98031,NEFT,FAILED,2025-07-14,2025,7
1402,198,469327,IMPS,FAILED,2024-10-29,2024,10
1403,191,740422,NEFT,SUCCESS,2024-01-25,2024,1
1404,139,125402,UPI,SUCCESS,2025-02-13,2025,2
1405,173,544031,NEFT,SUCCESS,2025-07-24,2025,7
1406,270,114539,UPI,SUCCESS,2024-11-06,2024,11
1407,264,252742,IMPS,SUCCESS,2025-05-07,2025,5
1408,198,171245,NEFT,FAILED,2024-04-16,2024,4
1409,158,241415,UPI,FAILED,2025-02-02,2025,2
1410,286,305702,UPI,FAILED,2024-01-21,2024,1
1411,168,180005,NEFT,SUCCESS,2025-12-17,2025,12
1412,206,371274,CARD,FAILED,2025-12-07,2025,12
1413,106,87339,IMPS,SUCCESS,2024-09-12,2024,9
1414,292,882515,IMPS,FAILED,2025-02-03,2025,2
1415,108,65496,IMPS,FAILED,2025-02-25,2025,2
1416,180,382483,UPI,SUCCESS,2024-01-31,2024,1
1417,104,832697,IMPS,SUCCESS,2025-09-29,2025,9
1418,182,326840,IMPS,SUCCESS,2025-05-28,2025,5
1419,174,795973,NEFT,FAILED,2025-07-09,2025,7
1420,293,751469,UPI,SUCCESS,2024-04-28,2024,4
1421,111,301928,CARD,SUCCESS,2025-07-01,2025,7
1422,166,767298,IMPS,SUCCESS,2024-01-28,2024,1
1423,166,390563,UPI,SUCCESS,2025-03-30,2025,3
1424,173,694096,NEFT,FAILED,2025-10-23,2025,10
1425,138,568587,CARD,FAILED,2025-10-29,2025,10
1426,212,147741,IMPS,FAILED,2025-12-03,2025,12
1427,110,975274,UPI,FAILED,2024-05-09,2024,5
1428,287,691878,IMPS,SUCCESS,2024-03-14,2024,3
1429,280,981584,UPI,SUCCESS,2024-03-15,2024,3
1430,276,464156,CARD,FAILED,2025-02-13,2025,2
1431,299,484058,IMPS,SUCCESS,2024-02-06,2024,2
1432,300,818830,NEFT,FAILED,2025-11-10,2025,11
1433,136,544993,CARD,SUCCESS,2024-12-23,2024,12
1434,247,875861,CARD,SUCCESS,2024-06-18,2024,6
1435,299,210173,UPI,FAILED,2024-07-03,2024,7
1436,276,784941,NEFT,FAILED,2025-03-11,2025,3
1437,176,359762,UPI,SUCCESS,2025-10-23,2025,10
1438,178,282307,UPI,FAILED,2024-10-02,2024,10
1439,157,90596,CARD,SUCCESS,2024-04-17,2024,4
1440,191,578804,IMPS,SUCCESS,2024-04-08,2024,4
1441,120,85663,NEFT,FAILED,2024-07-04,2024,7
1442,235,492677,UPI,SUCCESS,2024-04-20,2024,4
1443,105,85142,IMPS,SUCCESS,2025-08-16,2025,8
1444,138,112168,UPI,FAILED,2024-11-22,2024,11
1445,117,172020,UPI,SUCCESS,2025-12-29,2025,12
1446,123,145378,NEFT,FAILED,2024-03-08,2024,3
1447,252,346535,UPI,SUCCESS,2026-03-04,2026,3
1448,240,41708,NEFT,SUCCESS,2024-07-28,2024,7
1449,178,85629,UPI,FAILED,2024-02-10,2024,2
1450,170,823045,NEFT,FAILED,2024-02-28,2024,2
1451,163,588345,CARD,FAILED,2024-02-07,2024,2
1452,163,322875,NEFT,FAILED,2024-12-12,2024,12
1453,150,104617,CARD,FAILED,2024-08-24,2024,8
1454,238,573543,CARD,SUCCESS,2024-12-30,2024,12
1455,253,429134,IMPS,SUCCESS,2024-05-31,2024,5
1456,104,454377,IMPS,FAILED,2024-10-15,2024,10
